dteday;hr;weathersit;hum;windspeed;temp;atemp;cnt
02/01/2011;12;cloudy;0.66;19.999499999999998;8.919999999999998;5.997799999999998;93
02/01/2011;13;cloudy;0.66;8.9981;8.919999999999998;7.000999999999998;75
02/01/2011;14;snowy;0.76;12.998;8.919999999999998;7.000999999999998;59
02/01/2011;15;snowy;0.81;11.0014;7.98;5.997799999999998;74
02/01/2011;16;snowy;0.71;11.0014;7.98;5.997799999999998;76
02/01/2011;17;clear;0.57;12.998;7.98;5.997799999999998;65
02/01/2011;18;cloudy;0.46;22.0028;8.919999999999998;5.997799999999998;53
02/01/2011;19;clear;0.42;30.002599999999997;7.040000000000001;3.0014000000000003;30
02/01/2011;20;clear;0.39;23.9994;6.1;1.9982000000000006;22
02/01/2011;21;clear;0.44;22.0028;4.220000000000001;-0.9982000000000006;31
02/01/2011;22;clear;0.44;19.999499999999998;3.2799999999999994;-2.0013999999999985;9
02/01/2011;23;clear;0.47;11.0014;2.34;-0.9982000000000006;8
03/01/2011;0;clear;0.44;23.9994;2.34;-2.998000000000001;5
03/01/2011;1;clear;0.44;27.999299999999998;1.4000000000000004;-4.997800000000002;2
03/01/2011;4;clear;0.47;26.0027;-0.47999999999999954;-6.9976;1
03/01/2011;5;clear;0.47;19.0012;-0.47999999999999954;-6.9976;3
03/01/2011;6;clear;0.5;26.0027;-1.419999999999999;-8.997399999999999;30
03/01/2011;7;clear;0.5;12.998;-1.419999999999999;-6.9976;64
03/01/2011;8;clear;0.5;19.0012;-1.419999999999999;-8.0008;154
03/01/2011;9;clear;0.43;26.0027;-0.47999999999999954;-6.9976;88
03/01/2011;10;clear;0.43;16.997899999999998;0.4599999999999991;-4.997800000000002;44
03/01/2011;11;clear;0.4;22.0028;1.4000000000000004;-4.001200000000001;51
03/01/2011;12;clear;0.35;19.999499999999998;2.34;-2.0013999999999985;61
03/01/2011;13;clear;0.35;19.0012;3.2799999999999994;-2.0013999999999985;61
03/01/2011;14;clear;0.3;19.0012;4.220000000000001;-0.0015999999999998238;77
03/01/2011;15;clear;0.3;16.997899999999998;4.220000000000001;-0.0015999999999998238;72
03/01/2011;16;clear;0.3;16.997899999999998;4.220000000000001;-0.0015999999999998238;76
03/01/2011;17;clear;0.3;15.001299999999999;3.2799999999999994;-0.9982000000000006;157
03/01/2011;18;clear;0.32;7.0015;3.2799999999999994;1.0015999999999998;157
03/01/2011;19;clear;0.47;0.0;1.4000000000000004;1.0015999999999998;110
03/01/2011;20;clear;0.47;7.0015;1.4000000000000004;-0.9982000000000006;52
03/01/2011;21;clear;0.64;8.9981;0.4599999999999991;-2.998000000000001;52
03/01/2011;22;clear;0.69;8.9981;-1.419999999999999;-6.0009999999999994;20
03/01/2011;23;clear;0.55;7.0015;0.4599999999999991;-2.0013999999999985;12
04/01/2011;0;clear;0.55;7.0015;-0.47999999999999954;-4.001200000000001;5
04/01/2011;1;clear;0.59;7.0015;-0.47999999999999954;-4.001200000000001;2
04/01/2011;2;clear;0.63;8.9981;-1.419999999999999;-6.0009999999999994;1
04/01/2011;4;clear;0.63;6.0032;-1.419999999999999;-4.001200000000001;2
04/01/2011;5;clear;0.68;7.0015;-2.3600000000000003;-6.0009999999999994;4
04/01/2011;6;clear;0.74;7.0015;-2.3600000000000003;-6.0009999999999994;36
04/01/2011;7;clear;0.74;8.9981;-2.3600000000000003;-6.0009999999999994;94
04/01/2011;8;clear;0.69;11.0014;-1.419999999999999;-6.0009999999999994;179
04/01/2011;9;clear;0.64;15.001299999999999;-0.47999999999999954;-6.0009999999999994;100
04/01/2011;10;cloudy;0.69;22.0028;-0.47999999999999954;-6.9976;42
04/01/2011;11;clear;0.51;19.999499999999998;2.34;-2.0013999999999985;57
04/01/2011;12;clear;0.51;11.0014;2.34;-0.9982000000000006;78
04/01/2011;13;clear;0.56;12.998;3.2799999999999994;-0.9982000000000006;97
04/01/2011;14;clear;0.52;15.001299999999999;4.220000000000001;1.0015999999999998;63
04/01/2011;15;clear;0.52;16.997899999999998;5.160000000000002;1.9982000000000006;65
04/01/2011;16;clear;0.49;16.997899999999998;6.1;3.0014000000000003;83
04/01/2011;17;clear;0.48;15.001299999999999;5.160000000000002;1.9982000000000006;212
04/01/2011;18;clear;0.48;12.998;4.220000000000001;1.0015999999999998;182
04/01/2011;19;clear;0.48;7.0015;3.2799999999999994;1.0015999999999998;112
04/01/2011;20;clear;0.48;7.0015;3.2799999999999994;1.0015999999999998;54
04/01/2011;21;clear;0.64;0.0;2.34;1.9982000000000006;48
04/01/2011;22;clear;0.64;6.0032;2.34;1.0015999999999998;35
04/01/2011;23;clear;0.69;6.0032;1.4000000000000004;-0.9982000000000006;11
05/01/2011;0;clear;0.64;0.0;1.4000000000000004;1.0015999999999998;6
05/01/2011;1;clear;0.74;6.0032;-0.47999999999999954;-2.998000000000001;6
05/01/2011;2;clear;0.74;6.0032;-0.47999999999999954;-2.998000000000001;2
05/01/2011;4;clear;0.48;15.001299999999999;3.2799999999999994;-0.9982000000000006;2
05/01/2011;5;clear;0.47;11.0014;2.34;-0.9982000000000006;3
05/01/2011;6;clear;0.47;15.001299999999999;1.4000000000000004;-2.998000000000001;33
05/01/2011;7;clear;0.43;12.998;0.4599999999999991;-4.001200000000001;88
05/01/2011;8;clear;0.4;19.999499999999998;1.4000000000000004;-4.001200000000001;195
05/01/2011;9;clear;0.37;22.0028;2.34;-2.998000000000001;115
05/01/2011;10;clear;0.37;22.0028;2.34;-2.998000000000001;57
05/01/2011;11;clear;0.33;22.0028;4.220000000000001;-0.9982000000000006;46
05/01/2011;12;clear;0.33;22.0028;4.220000000000001;-0.9982000000000006;79
05/01/2011;13;clear;0.3;19.999499999999998;5.160000000000002;1.0015999999999998;71
05/01/2011;14;clear;0.28;12.998;6.1;3.0014000000000003;62
05/01/2011;15;clear;0.28;12.998;6.1;3.0014000000000003;62
05/01/2011;16;clear;0.28;6.0032;6.1;5.001199999999997;89
05/01/2011;17;clear;0.38;12.998;3.2799999999999994;-0.9982000000000006;190
05/01/2011;18;clear;0.38;8.9981;3.2799999999999994;-0.0015999999999998238;169
05/01/2011;19;clear;0.38;7.0015;3.2799999999999994;1.0015999999999998;132
05/01/2011;20;clear;0.47;11.0014;2.34;-0.9982000000000006;89
05/01/2011;21;clear;0.51;12.998;1.4000000000000004;-2.998000000000001;43
05/01/2011;22;clear;0.55;8.9981;0.4599999999999991;-2.998000000000001;42
05/01/2011;23;clear;0.47;0.0;1.4000000000000004;1.0015999999999998;19
06/01/2011;0;clear;0.55;0.0;0.4599999999999991;-0.0015999999999998238;11
06/01/2011;1;clear;0.64;0.0;-0.47999999999999954;-0.9982000000000006;4
06/01/2011;2;clear;0.64;0.0;-0.47999999999999954;-0.9982000000000006;2
06/01/2011;4;cloudy;0.64;6.0032;-0.47999999999999954;-2.998000000000001;1
06/01/2011;5;cloudy;0.69;6.0032;-1.419999999999999;-4.001200000000001;4
06/01/2011;6;cloudy;0.63;7.0015;-1.419999999999999;-4.997800000000002;36
06/01/2011;7;cloudy;0.59;0.0;-0.47999999999999954;-0.9982000000000006;95
06/01/2011;8;clear;0.59;0.0;-0.47999999999999954;-0.9982000000000006;219
06/01/2011;9;cloudy;0.51;0.0;0.4599999999999991;-0.0015999999999998238;122
06/01/2011;10;clear;0.47;0.0;1.4000000000000004;1.0015999999999998;45
06/01/2011;11;clear;0.44;6.0032;2.34;1.0015999999999998;59
06/01/2011;12;clear;0.35;0.0;4.220000000000001;3.0014000000000003;84
06/01/2011;13;clear;0.35;7.0015;4.220000000000001;1.9982000000000006;67
06/01/2011;14;clear;0.36;11.0014;5.160000000000002;1.9982000000000006;70
06/01/2011;15;clear;0.36;0.0;5.160000000000002;1.9982000000000006;62
06/01/2011;16;clear;0.38;11.0014;4.220000000000001;1.0015999999999998;86
06/01/2011;17;clear;0.51;11.0014;2.34;-0.9982000000000006;172
06/01/2011;18;clear;0.51;8.9981;2.34;-0.9982000000000006;163
06/01/2011;19;clear;0.55;6.0032;2.34;1.0015999999999998;112
06/01/2011;20;clear;0.51;11.0014;1.4000000000000004;-2.0013999999999985;69
06/01/2011;21;cloudy;0.55;15.001299999999999;2.34;-2.0013999999999985;48
06/01/2011;22;cloudy;0.51;19.0012;2.34;-2.0013999999999985;52
06/01/2011;23;cloudy;0.59;12.998;1.4000000000000004;-2.998000000000001;23
07/01/2011;0;cloudy;0.64;12.998;1.4000000000000004;-2.998000000000001;17
07/01/2011;1;cloudy;0.69;15.001299999999999;1.4000000000000004;-2.998000000000001;7
07/01/2011;2;cloudy;0.69;15.001299999999999;1.4000000000000004;-2.998000000000001;1
07/01/2011;4;cloudy;0.69;8.9981;1.4000000000000004;-2.0013999999999985;1
07/01/2011;5;snowy;0.55;0.0;2.34;1.9982000000000006;5
07/01/2011;6;cloudy;0.69;0.0;1.4000000000000004;1.0015999999999998;34
07/01/2011;7;clear;0.69;8.9981;1.4000000000000004;-2.0013999999999985;84
07/01/2011;8;clear;0.51;16.997899999999998;1.4000000000000004;-2.998000000000001;210
07/01/2011;9;clear;0.47;19.999499999999998;1.4000000000000004;-4.001200000000001;134
07/01/2011;10;clear;0.37;22.0028;2.34;-2.998000000000001;63
07/01/2011;11;cloudy;0.4;15.001299999999999;1.4000000000000004;-2.998000000000001;67
07/01/2011;12;cloudy;0.37;16.997899999999998;1.4000000000000004;-2.998000000000001;59
07/01/2011;13;cloudy;0.37;19.0012;1.4000000000000004;-4.001200000000001;73
07/01/2011;14;cloudy;0.4;16.997899999999998;1.4000000000000004;-2.998000000000001;50
07/01/2011;15;cloudy;0.37;11.0014;1.4000000000000004;-2.0013999999999985;72
07/01/2011;16;cloudy;0.37;11.0014;1.4000000000000004;-2.0013999999999985;87
07/01/2011;17;cloudy;0.37;0.0;1.4000000000000004;1.0015999999999998;187
07/01/2011;18;clear;0.4;6.0032;1.4000000000000004;-0.9982000000000006;123
07/01/2011;19;clear;0.55;6.0032;-0.47999999999999954;-2.998000000000001;95
07/01/2011;20;clear;0.47;7.0015;0.4599999999999991;-2.0013999999999985;51
07/01/2011;21;clear;0.47;8.9981;0.4599999999999991;-2.998000000000001;39
07/01/2011;22;cloudy;0.43;11.0014;0.4599999999999991;-2.998000000000001;36
07/01/2011;23;cloudy;0.51;11.0014;0.4599999999999991;-2.998000000000001;15
08/01/2011;0;cloudy;0.51;11.0014;0.4599999999999991;-2.998000000000001;25
08/01/2011;1;cloudy;0.55;6.0032;0.4599999999999991;-2.0013999999999985;16
08/01/2011;2;cloudy;0.55;0.0;0.4599999999999991;-0.0015999999999998238;16
08/01/2011;3;snowy;0.55;11.0014;0.4599999999999991;-2.998000000000001;7
08/01/2011;4;snowy;0.55;11.0014;0.4599999999999991;-2.998000000000001;1
08/01/2011;5;cloudy;0.74;11.0014;-0.47999999999999954;-4.997800000000002;5
08/01/2011;6;cloudy;0.74;11.0014;-0.47999999999999954;-4.997800000000002;2
08/01/2011;7;cloudy;0.74;7.0015;-0.47999999999999954;-4.001200000000001;9
08/01/2011;8;snowy;0.93;7.0015;-0.47999999999999954;-4.001200000000001;15
08/01/2011;9;snowy;0.93;7.0015;-0.47999999999999954;-4.001200000000001;20
08/01/2011;10;cloudy;0.8;11.0014;0.4599999999999991;-2.998000000000001;61
08/01/2011;11;cloudy;0.69;26.0027;1.4000000000000004;-4.001200000000001;62
08/01/2011;12;cloudy;0.59;23.9994;1.4000000000000004;-4.001200000000001;98
08/01/2011;13;clear;0.44;22.0028;1.4000000000000004;-4.001200000000001;102
08/01/2011;14;clear;0.32;32.9975;1.4000000000000004;-4.997800000000002;95
08/01/2011;15;clear;0.32;30.002599999999997;1.4000000000000004;-4.997800000000002;74
08/01/2011;16;clear;0.29;30.002599999999997;0.4599999999999991;-6.9976;76
08/01/2011;17;clear;0.37;36.9974;-0.47999999999999954;-8.0008;69
08/01/2011;18;clear;0.39;19.999499999999998;-1.419999999999999;-8.0008;55
08/01/2011;19;clear;0.36;16.997899999999998;-1.419999999999999;-8.0008;30
08/01/2011;20;clear;0.36;16.997899999999998;-2.3600000000000003;-8.0008;28
08/01/2011;21;clear;0.39;23.9994;-2.3600000000000003;-8.997399999999999;37
08/01/2011;22;clear;0.36;26.0027;-2.3600000000000003;-8.997399999999999;34
08/01/2011;23;clear;0.39;30.002599999999997;-3.3;-12.000399999999999;22
09/01/2011;0;clear;0.42;26.0027;-3.3;-10.9972;25
09/01/2011;1;clear;0.42;31.0009;-3.3;-12.000399999999999;12
09/01/2011;2;clear;0.46;31.0009;-3.3;-12.000399999999999;11
09/01/2011;3;clear;0.46;27.999299999999998;-3.3;-10.9972;4
09/01/2011;4;clear;0.53;12.998;-4.24;-10.0006;1
09/01/2011;5;clear;0.53;12.998;-4.24;-10.0006;1
09/01/2011;6;clear;0.49;19.0012;-3.3;-10.0006;1
09/01/2011;7;clear;0.53;12.998;-4.24;-10.0006;6
09/01/2011;8;clear;0.49;19.0012;-3.3;-10.0006;10
09/01/2011;9;clear;0.46;35.0008;-2.3600000000000003;-10.9972;19
09/01/2011;10;clear;0.43;26.0027;-1.419999999999999;-8.997399999999999;49
09/01/2011;11;clear;0.4;35.0008;-0.47999999999999954;-8.0008;49
09/01/2011;12;clear;0.37;30.002599999999997;0.4599999999999991;-6.9976;83
09/01/2011;13;clear;0.34;30.002599999999997;1.4000000000000004;-4.997800000000002;75
09/01/2011;14;clear;0.32;31.0009;2.34;-4.001200000000001;72
09/01/2011;15;clear;0.35;23.9994;2.34;-2.998000000000001;82
09/01/2011;16;clear;0.34;30.002599999999997;1.4000000000000004;-4.997800000000002;92
09/01/2011;17;clear;0.37;26.0027;0.4599999999999991;-6.0009999999999994;62
09/01/2011;18;clear;0.4;22.0028;-0.47999999999999954;-6.9976;48
09/01/2011;19;clear;0.43;22.0028;-0.47999999999999954;-6.9976;41
09/01/2011;20;clear;0.46;16.997899999999998;-1.419999999999999;-8.0008;38
09/01/2011;21;clear;0.46;27.999299999999998;-1.419999999999999;-8.997399999999999;20
09/01/2011;22;clear;0.46;19.999499999999998;-1.419999999999999;-8.0008;15
09/01/2011;23;clear;0.5;12.998;-2.3600000000000003;-6.9976;6
10/01/2011;0;clear;0.5;19.0012;-2.3600000000000003;-8.0008;5
10/01/2011;1;clear;0.5;19.0012;-2.3600000000000003;-8.0008;1
10/01/2011;2;clear;0.5;15.001299999999999;-2.3600000000000003;-8.0008;3
10/01/2011;3;clear;0.5;15.001299999999999;-2.3600000000000003;-8.0008;1
10/01/2011;4;clear;0.54;8.9981;-3.3;-8.0008;3
10/01/2011;5;clear;0.54;16.997899999999998;-3.3;-8.997399999999999;3
10/01/2011;6;clear;0.5;19.0012;-2.3600000000000003;-8.0008;31
10/01/2011;7;clear;0.5;15.001299999999999;-2.3600000000000003;-8.0008;77
10/01/2011;8;cloudy;0.5;19.0012;-2.3600000000000003;-8.0008;188
10/01/2011;9;cloudy;0.5;16.997899999999998;-1.419999999999999;-8.0008;94
10/01/2011;10;cloudy;0.5;19.999499999999998;-1.419999999999999;-8.0008;31
10/01/2011;11;cloudy;0.47;19.0012;-0.47999999999999954;-6.9976;30
10/01/2011;12;cloudy;0.4;19.0012;1.4000000000000004;-4.001200000000001;52
10/01/2011;13;cloudy;0.4;19.0012;1.4000000000000004;-4.001200000000001;54
10/01/2011;14;cloudy;0.4;15.001299999999999;1.4000000000000004;-2.998000000000001;47
10/01/2011;15;cloudy;0.4;15.001299999999999;1.4000000000000004;-2.998000000000001;45
10/01/2011;16;clear;0.4;8.9981;1.4000000000000004;-2.0013999999999985;74
10/01/2011;17;clear;0.4;7.0015;1.4000000000000004;-0.9982000000000006;178
10/01/2011;18;clear;0.4;15.001299999999999;1.4000000000000004;-2.998000000000001;155
10/01/2011;19;clear;0.47;11.0014;-0.47999999999999954;-4.997800000000002;95
10/01/2011;20;clear;0.5;11.0014;-0.47999999999999954;-4.997800000000002;74
10/01/2011;21;clear;0.59;12.998;-1.419999999999999;-6.9976;38
10/01/2011;22;clear;0.59;11.0014;-1.419999999999999;-6.0009999999999994;24
10/01/2011;23;clear;0.59;11.0014;-1.419999999999999;-6.0009999999999994;18
11/01/2011;0;clear;0.59;7.0015;-1.419999999999999;-4.997800000000002;12
11/01/2011;1;clear;0.59;11.0014;-1.419999999999999;-6.0009999999999994;3
11/01/2011;2;cloudy;0.55;12.998;-0.47999999999999954;-6.0009999999999994;3
11/01/2011;5;cloudy;0.55;8.9981;-0.47999999999999954;-4.001200000000001;6
11/01/2011;6;cloudy;0.55;8.9981;-0.47999999999999954;-4.001200000000001;27
11/01/2011;7;cloudy;0.55;0.0;-0.47999999999999954;-0.9982000000000006;99
11/01/2011;8;cloudy;0.51;6.0032;0.4599999999999991;-2.0013999999999985;217
11/01/2011;9;cloudy;0.51;11.0014;0.4599999999999991;-2.998000000000001;130
11/01/2011;10;cloudy;0.51;11.0014;1.4000000000000004;-2.0013999999999985;54
11/01/2011;11;cloudy;0.47;8.9981;1.4000000000000004;-2.0013999999999985;35
11/01/2011;12;cloudy;0.51;7.0015;1.4000000000000004;-0.9982000000000006;57
11/01/2011;13;cloudy;0.59;6.0032;1.4000000000000004;-0.9982000000000006;52
11/01/2011;14;cloudy;0.59;6.0032;1.4000000000000004;-0.9982000000000006;63
11/01/2011;15;cloudy;0.8;6.0032;-0.47999999999999954;-2.998000000000001;47
11/01/2011;16;cloudy;0.86;15.001299999999999;-0.47999999999999954;-6.0009999999999994;76
11/01/2011;17;cloudy;0.86;15.001299999999999;-0.47999999999999954;-6.0009999999999994;136
11/01/2011;18;snowy;0.93;7.0015;-0.47999999999999954;-4.001200000000001;95
11/01/2011;19;snowy;0.93;0.0;-0.47999999999999954;-0.9982000000000006;51
11/01/2011;20;snowy;0.93;12.998;-0.47999999999999954;-6.0009999999999994;32
11/01/2011;21;snowy;0.86;6.0032;-0.47999999999999954;-2.998000000000001;20
11/01/2011;22;snowy;0.93;7.0015;-0.47999999999999954;-4.001200000000001;29
11/01/2011;23;snowy;0.93;6.0032;-0.47999999999999954;-2.998000000000001;19
12/01/2011;0;cloudy;0.86;6.0032;-0.47999999999999954;-2.998000000000001;7
12/01/2011;1;cloudy;0.86;7.0015;-0.47999999999999954;-4.001200000000001;6
12/01/2011;2;clear;0.86;8.9981;-1.419999999999999;-6.0009999999999994;1
12/01/2011;5;clear;0.86;11.0014;-1.419999999999999;-6.0009999999999994;5
12/01/2011;6;clear;0.93;8.9981;-2.3600000000000003;-6.0009999999999994;16
12/01/2011;7;clear;0.69;8.9981;-1.419999999999999;-6.0009999999999994;54
12/01/2011;8;clear;0.59;11.0014;-0.47999999999999954;-4.997800000000002;128
12/01/2011;9;clear;0.59;22.0028;-0.47999999999999954;-6.9976;81
12/01/2011;10;clear;0.55;15.001299999999999;0.4599999999999991;-4.001200000000001;39
12/01/2011;11;clear;0.51;26.0027;1.4000000000000004;-4.001200000000001;35
12/01/2011;12;clear;0.47;39.000699999999995;1.4000000000000004;-6.0009999999999994;55
12/01/2011;13;clear;0.44;23.9994;2.34;-2.998000000000001;49
12/01/2011;14;clear;0.47;22.0028;1.4000000000000004;-4.001200000000001;44
12/01/2011;15;clear;0.47;27.999299999999998;1.4000000000000004;-4.997800000000002;49
12/01/2011;16;clear;0.44;22.0028;2.34;-2.998000000000001;68
12/01/2011;17;clear;0.47;23.9994;1.4000000000000004;-4.001200000000001;139
12/01/2011;18;clear;0.47;35.0008;1.4000000000000004;-6.0009999999999994;137
12/01/2011;19;clear;0.47;27.999299999999998;0.4599999999999991;-6.0009999999999994;83
12/01/2011;20;clear;0.5;22.0028;-0.47999999999999954;-6.9976;56
12/01/2011;21;clear;0.55;22.0028;-0.47999999999999954;-6.9976;57
12/01/2011;22;clear;0.55;30.002599999999997;-0.47999999999999954;-8.0008;33
12/01/2011;23;clear;0.59;27.999299999999998;-1.419999999999999;-8.997399999999999;20
13/01/2011;0;clear;0.59;19.0012;-1.419999999999999;-8.0008;7
13/01/2011;1;clear;0.5;19.0012;-1.419999999999999;-8.0008;2
13/01/2011;2;clear;0.5;23.9994;-1.419999999999999;-8.0008;2
13/01/2011;3;clear;0.5;22.0028;-1.419999999999999;-8.0008;3
13/01/2011;4;clear;0.5;16.997899999999998;-1.419999999999999;-8.0008;4
13/01/2011;5;clear;0.5;19.999499999999998;-1.419999999999999;-8.0008;3
13/01/2011;6;clear;0.54;8.9981;-2.3600000000000003;-6.0009999999999994;28
13/01/2011;7;clear;0.54;8.9981;-2.3600000000000003;-6.0009999999999994;72
13/01/2011;8;clear;0.5;12.998;-1.419999999999999;-6.9976;202
13/01/2011;9;clear;0.5;22.0028;-1.419999999999999;-8.0008;139
13/01/2011;10;cloudy;0.5;23.9994;-0.47999999999999954;-6.9976;38
13/01/2011;11;cloudy;0.44;30.002599999999997;1.4000000000000004;-4.997800000000002;37
13/01/2011;12;clear;0.44;27.999299999999998;1.4000000000000004;-4.997800000000002;52
13/01/2011;13;clear;0.41;30.002599999999997;2.34;-2.998000000000001;83
13/01/2011;14;clear;0.41;26.0027;2.34;-2.998000000000001;42
13/01/2011;15;clear;0.38;19.999499999999998;3.2799999999999994;-2.0013999999999985;60
13/01/2011;16;clear;0.38;23.9994;3.2799999999999994;-2.0013999999999985;78
13/01/2011;17;clear;0.4;19.0012;1.4000000000000004;-4.001200000000001;162
13/01/2011;18;clear;0.4;22.0028;1.4000000000000004;-4.001200000000001;144
13/01/2011;19;clear;0.47;16.997899999999998;-0.47999999999999954;-6.0009999999999994;99
13/01/2011;20;clear;0.47;15.001299999999999;-0.47999999999999954;-6.0009999999999994;64
13/01/2011;21;clear;0.46;19.999499999999998;-1.419999999999999;-8.0008;40
13/01/2011;22;clear;0.46;22.0028;-1.419999999999999;-8.0008;30
13/01/2011;23;clear;0.5;12.998;-2.3600000000000003;-6.9976;15
14/01/2011;0;clear;0.5;12.998;-2.3600000000000003;-6.9976;14
14/01/2011;1;clear;0.54;11.0014;-3.3;-8.0008;5
14/01/2011;2;clear;0.54;8.9981;-3.3;-8.0008;1
14/01/2011;3;clear;0.54;7.0015;-3.3;-6.9976;1
14/01/2011;5;clear;0.54;6.0032;-3.3;-6.9976;8
14/01/2011;6;clear;0.54;0.0;-3.3;-4.001200000000001;17
14/01/2011;7;clear;0.74;11.0014;-3.3;-8.0008;70
14/01/2011;8;clear;0.68;0.0;-2.3600000000000003;-4.997800000000002;158
14/01/2011;9;clear;0.69;8.9981;-1.419999999999999;-6.0009999999999994;117
14/01/2011;10;clear;0.55;12.998;0.4599999999999991;-4.001200000000001;44
14/01/2011;11;clear;0.51;19.0012;0.4599999999999991;-4.997800000000002;53
14/01/2011;12;clear;0.44;16.997899999999998;1.4000000000000004;-2.998000000000001;61
14/01/2011;13;clear;0.37;26.0027;2.34;-2.998000000000001;77
14/01/2011;14;clear;0.41;19.0012;2.34;-2.0013999999999985;64
14/01/2011;15;clear;0.38;11.0014;3.2799999999999994;-0.0015999999999998238;68
14/01/2011;16;clear;0.41;7.0015;2.34;-0.0015999999999998238;90
14/01/2011;17;clear;0.41;11.0014;2.34;-0.9982000000000006;159
14/01/2011;18;clear;0.47;0.0;1.4000000000000004;1.0015999999999998;139
14/01/2011;19;clear;0.59;6.0032;-0.47999999999999954;-2.998000000000001;92
14/01/2011;20;clear;0.59;0.0;0.4599999999999991;-0.0015999999999998238;68
14/01/2011;21;clear;0.69;0.0;-0.47999999999999954;-0.9982000000000006;52
14/01/2011;22;cloudy;0.69;0.0;-0.47999999999999954;-0.9982000000000006;36
14/01/2011;23;cloudy;0.55;0.0;0.4599999999999991;-0.0015999999999998238;27
15/01/2011;0;clear;0.55;0.0;0.4599999999999991;-0.0015999999999998238;28
15/01/2011;1;cloudy;0.59;6.0032;-0.47999999999999954;-2.998000000000001;20
15/01/2011;2;cloudy;0.59;6.0032;-0.47999999999999954;-2.998000000000001;12
15/01/2011;3;cloudy;0.59;0.0;-0.47999999999999954;-0.9982000000000006;8
15/01/2011;4;cloudy;0.59;0.0;-0.47999999999999954;-0.9982000000000006;5
15/01/2011;5;clear;0.59;0.0;-0.47999999999999954;-0.9982000000000006;1
15/01/2011;6;clear;0.63;7.0015;-1.419999999999999;-4.997800000000002;3
15/01/2011;7;clear;0.63;0.0;-1.419999999999999;-2.0013999999999985;10
15/01/2011;8;clear;0.63;8.9981;-1.419999999999999;-6.0009999999999994;23
15/01/2011;9;clear;0.64;8.9981;-0.47999999999999954;-4.001200000000001;33
15/01/2011;10;clear;0.59;11.0014;0.4599999999999991;-2.998000000000001;59
15/01/2011;11;clear;0.55;15.001299999999999;1.4000000000000004;-2.998000000000001;72
15/01/2011;12;clear;0.48;15.001299999999999;3.2799999999999994;-0.9982000000000006;89
15/01/2011;13;clear;0.38;19.999499999999998;5.160000000000002;1.0015999999999998;101
15/01/2011;14;clear;0.39;19.0012;6.1;3.0014000000000003;118
15/01/2011;15;cloudy;0.36;12.998;7.040000000000001;5.001199999999997;129
